=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-11-24_21-5-33
====================================================================================
21:5:33 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
21:5:33 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
21:5:33 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
21:5:33 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
21:5:33 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
21:5:33 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
21:5:33 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
21:5:33 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
21:5:33 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
21:5:33 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
21:5:33 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
21:5:33 | Building Sets Loaded: 0
21:5:33 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
21:5:33 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
22:32:33 | Player "Foxy DJ" (steamId=76561198004438499) connected to server!
22:32:47 | "Foxy DJ" (steamid=76561198004438499) toggled godmode
22:33:52 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<14143.000000, 2.884674, 13058.000000>)
22:33:52 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=14143,0,13058)
22:39:33 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<12407.200195, 21.637064, 14274.400391>)
22:39:33 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=12407.2,0,14274.4)
22:41:15 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<4214.569824, 338.410004, 11051.700195>)
22:41:15 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=4214.57,0,11051.7)
22:44:13 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<4037.669922, 369.512817, 11658.900391>)
22:44:13 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=4037.67,0,11658.9)
22:49:44 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<1520.060059, 439.430206, 13602.500000>)
22:49:44 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=1520.06,0,13602.5)
22:52:31 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<1676.380005, 451.730011, 14341.099609>)
22:52:31 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=1676.38,0,14341.1)
22:56:7 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<14096.299805, 5.181201, 13084.900391>)
22:56:7 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=14096.3,0,13084.9)
23:1:30 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<12386.299805, 22.088930, 14332.700195>)
23:1:30 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=12386.3,0,14332.7)
23:1:33 | "Foxy DJ" (steamid=76561198004438499) teleported to crosshair (pos=<12385.665039, 25.494894, 14348.471680>)
23:1:34 | "Foxy DJ" (steamid=76561198004438499) teleported to crosshair (pos=<12404.014648, 26.380581, 14379.428711>)
23:1:37 | "Foxy DJ" (steamid=76561198004438499) teleported to crosshair (pos=<12398.664063, 24.510384, 14346.545898>)
23:1:42 | "Foxy DJ" (steamid=76561198004438499) teleported to crosshair (pos=<12391.823242, 23.703718, 14324.823242>)
23:2:55 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<11704.500000, 43.000000, 14425.400391>)
23:2:55 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=11704.5,0,14425.4)
23:4:36 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<11680.799805, 55.231899, 14614.700195>)
23:4:36 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=11680.8,0,14614.7)
23:4:36 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<11680.799805, 55.231899, 14614.700195>)
23:4:36 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=11680.8,0,14614.7)
23:41:35 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<1673.479980, 451.730011, 14349.900391>)
23:41:35 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=1673.48,0,14349.9)
23:41:37 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<1662.550049, 451.746521, 14360.799805>)
23:41:37 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=1662.55,0,14360.8)
23:41:37 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<1662.550049, 451.746521, 14360.799805>)
23:41:37 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=1662.55,0,14360.8)
23:41:38 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<1677.119995, 451.730011, 14335.299805>)
23:41:38 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=1677.12,0,14335.3)
23:41:38 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<1677.119995, 451.730011, 14335.299805>)
23:41:38 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=1677.12,0,14335.3)
23:41:39 | "76561198004438499" (steamid=76561198004438499) teleported to (pos=<1677.119995, 451.730011, 14335.299805>)
23:41:39 | "Foxy DJ": (steamid=76561198004438499) teleported to (pos=1677.12,0,14335.3)
23:42:49 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4A1_Green)
23:43:9 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_CQBBttstck_Black)
23:43:9 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_CQBBttstck_Black)
23:43:14 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_T3NRDSOptic)
23:43:21 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_PlasticHndgrd_Green)
23:43:21 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_PlasticHndgrd_Green)
23:43:35 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_CQBBttstck_Green)
23:43:42 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_PlasticHndgrd_Green)
23:43:52 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_T3NRDSOptic)
23:43:52 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_T3NRDSOptic)
23:44:10 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_CarryHandleOptic)
23:44:11 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_Suppressor)
23:44:11 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_Suppressor)
23:44:22 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_Suppressor)
23:44:22 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_Suppressor)
23:44:22 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_Suppressor)
23:44:22 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_Suppressor)
23:44:30 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (M4_Suppressor)
23:44:53 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_Aug_30Rnd)
23:45:5 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_Aug_30Rnd)
23:45:5 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_Aug_30Rnd)
23:45:30 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_CMAG_40Rnd)
23:45:30 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_CMAG_40Rnd)
23:45:37 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_CMAG_40Rnd)
23:45:37 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_CMAG_40Rnd)
23:46:5 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (AKM)
23:46:18 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_AKM_Palm30Rnd_Green)
23:46:59 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (PistolSuppressor)
23:47:0 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (AK_Suppressor)
23:47:0 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (AK_Suppressor)
23:47:7 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (AK_Suppressor)
23:47:7 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (AK_Suppressor)
23:58:45 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_STANAG_30Rnd)
23:58:56 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_CMAG_10Rnd_Green)
23:59:8 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_CMAG_20Rnd)
23:59:15 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Mag_CMAG_30Rnd_Black)
0:48:56 | Player "Foxy DJ" (steamId=76561198004438499) initiated disconnect process...
0:48:57 | Player "Foxy DJ" (steamId=76561198004438499) disconnected early from server (EXIT NOW).
0:49:1 | Player "Foxy DJ" (steamId=76561198004438499) disconnected from server.
