=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-11-29_21-6-19
====================================================================================
21:6:19 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
21:6:19 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
21:6:19 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
21:6:19 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
21:6:19 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
21:6:19 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
21:6:19 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
21:6:19 | [PermissionManager] Perm (EspToolsMenu) has been registered!
21:6:19 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
21:6:19 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
21:6:19 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
21:6:19 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
21:6:19 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
21:6:19 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
21:6:19 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
21:6:19 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
21:6:19 | [PermissionManager] Adding Super Admin (76561198004438499)
21:6:19 | [PermissionManager] Adding Super Admin (76561198409147443)
21:6:19 | [PermissionManager] Adding Super Admin (76561198958650919)
21:6:19 | [PermissionManager] Loaded UserGroups.json
21:6:19 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
21:6:19 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
21:6:19 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
21:6:19 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
21:6:19 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
21:6:19 | Building Sets Loaded: 0
21:6:19 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
21:6:19 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
21:6:55 | Player "Foxy DJ" (steamId=76561198004438499) connected to server!
21:7:45 | "Foxy DJ" (steamid=76561198004438499) toggled godmode
21:8:47 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Doggo_Wild5)
21:8:50 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Doggo_Patrol5)
21:8:51 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Doggo_Stay5)
21:9:47 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (DogFoodCan)
21:9:48 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (DogFoodCan)
21:9:48 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (DogFoodCan)
21:9:48 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (DogFoodCan)
21:9:48 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (DogFoodCan)
21:12:46 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (BearSteakMeat)
21:12:46 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (BearSteakMeat)
21:12:47 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (BearSteakMeat)
21:12:47 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (BearSteakMeat)
21:12:47 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (BearSteakMeat)
21:12:47 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (BearSteakMeat)
21:13:50 | "Foxy DJ" (steamid=76561198004438499) deleted object "Doggo_Stay5" (pos=<13868.319336, 19.177872, 13312.777344>)
21:13:59 | "Foxy DJ" (steamid=76561198004438499) deleted object "Doggo_Patrol5" (pos=<13868.019531, 19.449963, 13335.176758>)
21:14:3 | "Foxy DJ" (steamid=76561198004438499) deleted object "ZmbF_SurvivorNormal_Orange" (pos=<13861.873047, 19.616091, 13332.854492>)
21:14:6 | "Foxy DJ" (steamid=76561198004438499) deleted object "Doggo_Wild5" (pos=<13862.450195, 19.656092, 13333.576172>)
21:14:46 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (DogPreview20)
21:14:58 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Doggo_Follow20)
21:15:26 | "Foxy DJ" (steamid=76561198004438499) deleted object "DogPreview20" (pos=<13870.399414, 19.679302, 13333.061523>)
21:15:35 | "Foxy DJ" (steamid=76561198004438499) deleted object "Doggo_Follow20" (pos=<13872.934570, 19.143648, 13334.843750>)
21:15:43 | "Foxy DJ" (steamid=76561198004438499) Spawned Item: (Doggo_Follow14)
